"Gene" "GATAdSY" "GATAdNS" "CG11504SY" "CG11504NS" "Cf2.IISY" "Cf2.IINS" "jimSY" "jimNS" "MitfSY" "MitfNS" "CG5953SY" "CG5953NS" "MadSY" "MadNS" "TrlSY" "TrlNS" "CG3407SY" "CG3407NS" "CG12236.PBSY" "CG12236.PBNS" "HLHmbetaSY" "HLHmbetaNS" "jigr1SY" "jigr1NS" "Deaf1SY" "Deaf1NS" "MedSY" "MedNS" "lolaSY" "lolaNS" "HgtxSY" "HgtxNS" "MetSY" "MetNS" "Aef1SY" "Aef1NS" "netSY" "netNS" "CG3838SY" "CG3838NS" "ExdSY" "ExdNS" "ttk.PFSY" "ttk.PFNS" "CG15601SY" "CG15601NS" "Lag1SY" "Lag1NS" "aseSY" "aseNS" "atoSY" "atoNS" "D19ASY" "D19ANS" "srpSY" "srpNS" "ftz.f1SY" "ftz.f1NS" "brSY" "brNS" "ClkSY" "ClkNS" "lunaSY" "lunaNS" "brkSY" "brkNS" "catoSY" "catoNS" "tgoSY" "tgoNS" "Hr78SY" "Hr78NS" "HandSY" "HandNS" "Fer3SY" "Fer3NS" "AchiSY" "AchiNS" "br.Z4SY" "br.Z4NS" "pnrSY" "pnrNS" "br.Z2SY" "br.Z2NS" "CG9437SY" "CG9437NS" "br.Z1SY" "br.Z1NS" "Eip74EFSY" "Eip74EFNS" "OliSY" "OliNS" "Xrp1SY" "Xrp1NS" "deiSY" "deiNS" "zSY" "zNS" "CtSY" "CtNS" "MioSY" "MioNS" "apSY" "apNS" "EcRSY" "EcRNS" "br.PLSY" "br.PLNS" "lola.PASY" "lola.PANS" "lola.PCSY" "lola.PCNS" "lola.PDSY" "lola.PDNS" "foxoSY" "foxoNS" "Cf2.PASY" "Cf2.PANS" "MaxSY" "MaxNS" "lola.PJSY" "lola.PJNS" "lola.PLSY" "lola.PLNS" "br.PASY" "br.PANS" "lola.POSY" "lola.PONS" "lola.PQSY" "lola.PQNS" "lola.PTSY" "lola.PTNS" "lola.PUSY" "lola.PUNS" "lola.PWSY" "lola.PWNS" "lola.PYSY" "lola.PYNS" "panSY" "panNS" "sqzSY" "sqzNS" "Adf1SY" "Adf1NS" "br.Z3SY" "br.Z3NS" "l.1.scSY" "l.1.scNS" "Cf2.PBSY" "Cf2.PBNS" "kaySY" "kayNS" "CG11294SY" "CG11294NS" "exdSY" "exdNS" "lola.PGSY" "lola.PGNS" "ApSY" "ApNS" "scSY" "scNS" "sdSY" "sdNS" "Length" "Set"
"19511" "CG9253" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 0 0 0 3 0 0 0 1 1 5 0 2 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 1 8 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 2 0 0 9 5 0 0 0 0 0 0 1 0 0 0 1 0 1 0 2 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 1 0 0 0 4 0 6 0 1 0 4 1 0 0 0 0 1 "Top500"
"1952" "CG9281" 0 0 0 0 1.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 4.5 2 0 0 0 0 0.5 0.5 0 0.5 0 0 0.5 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1.5 0 1 0 0 0 0.5 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 2.5 0.5 6 0.5 0 0 1.5 1 0 0 1.5 0 0 0 0.5 0 0 0 0.5 0 1 0 0 0 0 0 4 3 0 0 1 0 1.5 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0 1.5 0 1.5 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0.5 0 0 0 0 1.5 1.5 0.5 0.5 0 0 0 0 0.5 0 4.5 3.5 1 0 1.5 0 0 0 0 0 2 "Top500"
"1953" "CG9286" 0 0 0 0 4 0 3 0 1 0 0 0 0 0 0 0 0 0 5 0 0 0 2 0 1 1 0 0 6 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 1 0 1 1 8 0 0 0 1 3 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 3 0 0 0 0 2 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 1 1 5 1 2 1 2 1 0 0 0 0 1 "Top500"
"1954" "CG9300" 0 0 0 0 0.667 0 0 0 0.667 0 0 0 0 0 0.333 0 0 0 0.667 0.333 0.667 0 0 0 4.333 0.667 0.333 0 0 0 0 0 0.667 0 0.667 0.333 0 0 0 0 1.333 0 0 0 0 0 0 0 0 0.333 0 0 0 0 0.333 0 0.333 0 0 0 0 0 0 0 0 0.333 0 0 0 0 0 0 0 0 0 0 0 0 2.667 0.333 0.667 0 0 0.333 0.333 0 0.667 0 0 0.333 0 0 0 0 0 0 0 0 0.333 0.333 1.333 0 3.333 0.333 0 0 0.333 0 0 0 0 0 0.333 0 0.333 0 0 0 0 0 0 0 0 0 0 0 0.333 0.333 0 0 0 0 0 0 0.333 0 0 0 1 0 0 0 0.333 0 0.333 0 0 0 0 0.333 0 0 0.333 0 3.667 0 0.333 0 0 0 0 0 0 0 3 "Top500"
"1955" "CG9386" 0 0 0 0 2 0.5 0 0 0.5 0 0 0 0.5 0 0 0 0 0 0.5 0 0.5 0 0 0 1 1.5 0.5 0 0 0 0 0 0.5 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 1 0.5 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 6 1.5 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0.5 0 0 1 0 0.5 0 0.5 0 0.5 0 0 0.5 0 0 0 0.5 1.5 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0.5 0 2.5 0.5 0 0 0.5 0 0 0 0 0.5 2 "Top500"
"1956" "CG9715" 0 0 0 0 1 2 0 0 0 0 2 0 0 1 0 0 1 0 1 0 1 0 0 0 6 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 3 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 2 0 4 2 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 4 3 0 0 0 0 0 0 1 0 19 1 0 0 0 0 0 0 1 0 1 "Top500"
"1957" "CG9799" 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 2.5 0.5 0 0 0 0 2 0 0.5 0 1 2 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 1.5 0.5 5.5 1 0 0 0 0.5 0.5 0 0.5 1 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 6.5 4.5 0 0.5 0.5 0 0 0.5 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.5 1 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0.5 0 0 0.5 2.5 0 0 0 0 0 0 0 1.5 0 3 3 0 0 1.5 0.5 0 0 0 0.5 2 "Top500"
"1958" "chn" 0.2 0 0.4 0 0.4 0 0.6 0 0 0 0.2 0 0 0 0.6 1 0.2 0 0 0 0 0 0.2 0 0.6 1 0.4 0 0 0 0.6 0.2 0 0 3.8 1.6 0 0 0.2 0 0.6 0 0 0 0 0 0.2 0.2 0.4 0 0.4 0 0 0 0 0 0.6 0 0.2 0 0 0 0.2 0 0.2 0.2 0.2 0 0 0 0 0 0 0 0.2 0 0.8 0 4.8 0.6 0.4 0.2 0.2 0.4 0.2 0 0.2 0.4 0 0 0.2 0 0 0 0 0 0.2 0 0.6 0.8 0 0 5.2 2.2 0.2 0 0 0 0.4 0.2 0 0.4 0.4 0 0 0 0.2 0 0 0 0.2 0 0.2 0.2 0.6 0 0.6 0 1.8 0 0 0 0 0 0.4 0 0 0 0.8 0 1 0.2 0.2 0 0.8 0.6 0 0 0 0 0 0 0.6 0.4 3.6 0.4 0.2 0 0.6 0.2 0.2 0 0 0 5 "Top500"
"1959" "chrb" 0 0 0 0 0 1.5 0 0 0 0 0.5 0 0 0 0.5 0 0 0 2 0.5 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0.5 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 3.5 1.5 0 0 1 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 1 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0.5 0 2.5 1.5 0.5 0 0.5 0 0 0 0 0 2 "Top500"
"1960" "cindr" 0.429 0 0 0 1 0.429 0 0 0.143 0 0.143 0 0.286 0 0.286 0 0 0 2 0 0 0 0 0 2.429 0.857 0.286 0 0 0.143 0.286 0 0.143 0 0.143 0.429 0.143 0 0 0 1.571 0.286 0 0.286 0.286 0 0 0 0.143 0 0 0 0.143 0 0.571 0.143 0.286 0.143 0 0.143 0 0 0 0 0 0.143 0 0 0 0 0 0 0 0 0 0 0.714 0 4 0.571 0.714 0 0.286 0.571 0.429 0 0.714 0.286 0 0 0 0 0 0 0 0 0 0.143 0.143 0.429 0 0 4 2.143 0.143 0 0.286 0.143 0.429 0.286 0.714 0 0 0 0.143 0 0.429 0 0 0 0 0 0 0 0.571 0 0 0 0 0 0.286 0 0 0 0.571 0 0 0.143 1.286 0.286 0 0 0.286 0 0.857 0.571 0 0 0 0 0 0 0.714 0 7 1.143 0.286 0.286 0.857 0 0.143 0 0 0.143 7 "Top500"
"19611" "clu" 1 0 0 0 2.5 1 0 0 0.5 0 0 0 0 0 1.5 0.5 0 0 0 0 0.5 0 0 0 1 1.5 0 0 0.5 0 1.5 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0 1.5 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1.5 1.5 0.5 0 0.5 0.5 0 0 0 0 1 0 0 0 0 0 1.5 0.5 0 0 5 1 0 0 0 0 1 0 0 0 0 0 0.5 0 0.5 0 1 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0 0 1 0 3.5 1.5 0 0 1.5 0.5 0 0 0 0 2 "Top500"
"1962" "Coq2" 0 0 0 0 2 0.5 0 0 0 0 0 0 0.5 0 0 0 0.5 0 1.5 0 0 0 0 0 2 0.5 1 0 0 0 2.5 0.5 1 0 3 0.5 0.5 0 0 0 2 0 0 0 2 0 0 0 0.5 0 1 0.5 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0.5 0 0 0 0 0 0 9.5 1 1.5 0 1 0.5 0.5 0 1 0 0 0 0 0 0 0 0.5 0 0 0 0.5 1 0 0 12 1.5 0 0 0 0 1 0 1 0 0.5 0 0 0 0.5 0 0 0 1 0 0 0 3 0 1.5 0.5 0 0 0.5 0 0 0 0.5 0 0 0 2 0 0 0 0.5 0.5 1.5 0.5 0 0 0 0 0 0 3 0 4.5 0 0.5 0 3 0.5 0.5 0 0.5 0 2 "Top500"
"1963" "CTPsyn" 0.333 0 0 0 0.333 1.667 1 0 0.333 0 0 0 1 0 2 0 0 0 2.333 0 0 0 0 0 0.667 0.333 0.333 0 0.667 0 0.333 0 0.333 0 1.667 0.333 0 0 0.333 0 0.333 0.333 0.333 0 0 0 0 0 0 0 0.667 0 0 0 0.333 0 0 0 0.333 0 0 0 0 0 0.667 0 0 0 0 0 0 0 0 0 0 0 0 0.667 1.667 0 0.333 0 0.333 0 0.333 0.333 0 0 0 0 0 0 0 0 0.333 0 0 0.333 0 0 0 0 4 2.667 0 0 0 0 0 0 0.333 0 0 0 0 0 0 0.333 0 0 0 0 0 0 0.333 0 0.333 0 1.667 0 0 0 0 0 0.333 0 0 0 0.333 0 1 0 1.333 0 1.667 0 0 0 0.333 0 0 0 0.667 0 2 1 0 0 0.667 0 0 0 0.667 0.333 3 "Top500"
"1964" "cue" 0.5 0 0 0 1.5 0 0 0 0.5 0 1 0 0 0 0.5 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 1 0 1 0 0 0.5 0 0 0 0 0 0 1.5 0 1 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 1 1.5 0 0 4.5 2.5 0.5 0 0.5 0.5 0.5 0 0 0 0.5 0 0 0 0 0 0.5 0.5 0.5 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0.5 0 0 1.5 0 0 0 0 0 0 1 0 5.5 3 0 0 0.5 0.5 0 0 0 0 2 "Top500"
"1965" "cwo" 0.333 0 0 0 1.667 0.667 0.2 0 0.333 0 0 0 0.2 0 0.867 0 0.2 0 0.867 0.2 0.2 0 0.067 0 2.267 1.133 0.067 0 0.067 0 0.867 0.2 0.867 0 1.533 0.533 0.067 0 0.133 0 0.733 0 0.067 0 0.267 0 0.067 0 0.067 0 0.467 0 0 0 0.533 0 0.2 0 0.067 0 0.067 0 0 0 0.067 0 0.067 0 0.8 0 0 0 0.133 0 0.067 0 0.533 0.067 3.267 0.467 0.4 0 1.267 0.667 0.4 0 1.133 0.2 0 0 0 0 0.267 0 0.133 0 0.067 0 0.8 0.6 0.933 0 5.4 1.867 0 0 0.4 0.067 0.4 0.2 0.2 0.067 0.267 0 0.333 0 0.467 0 0.133 0 0.467 0 0.067 0 0.933 0.067 0.267 0 1.133 0.067 0.133 0 0 0 0.067 0 0.2 0 1.067 0 0 0 0 0.067 1.2 0.8 0 0 0.4 0 0.133 0 0.933 0.067 5.2 1.067 0.267 0.067 1.133 0.067 0.067 0 0.067 0.067 15 "Top500"
"1966" "Cyp12d1-p" 0 0 0 0 3 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 4 1 0 0 0 0 8 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 18 4 1 0 0 0 3 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 7 0 6 0 0 0 7 1 0 0 0 0 1 "Top500"
"1967" "Cyt-c-p" 1 0 0 0 3.5 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1.5 0 0 0 0 1 0 0 0 0.5 0.5 0 0 0 0 2.5 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 1 0 10 2.5 1 0 0.5 1 0 0 1.5 1 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 7.5 7 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0.5 0 0.5 0 0.5 0 0 0 0 0 1 0.5 0 0 0 0 2 1 0 0 0 0 1 0 0 0 5.5 1.5 0.5 0 1.5 0 0 0 0 0 2 "Top500"
"1968" "dally" 0 0 0 0 2.2 0 0.8 0.2 0.2 0 0 0 0 0 0.2 0 0 0 0.8 0 0.2 0 0 0 2.8 0.2 0.2 0 0 0 1.2 0.4 0.8 0 0.6 0.4 0 0 0.2 0 1.2 0.4 0 0 0.6 0 0 0 0 0 0.2 0 0.2 0 0 0 0.2 0 0 0 0.2 0 0.2 0 0 0.2 0.2 0 0 0 0.2 0 0 0 0 0 0.6 0 4.8 0.4 0.6 0 1.4 0.2 0 0 0.8 0.2 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 3 2 0 0 0.2 0 1.6 0 0.4 0.2 0 0 1 0.2 0.4 0.2 0.4 0 0.4 0 0 0 1 0 1 0 0.2 0 0 0 0 0 0.4 0 0.2 0 1 0 0.4 0 0.2 0.2 1 0.2 0 0 0.4 0 0 0 0.6 0 9.8 0.4 0.2 0 1 0.2 0 0 0 0 5 "Top500"
"1969" "dbe" 0.25 0 0 0 1.75 0.25 0 0 0 0.25 0 0 0 0 0 0.25 0 0 1.25 0.25 0 0 0 0 1.5 0.75 0 0 0.25 0 1.5 0.25 0 0 1 0.75 0 0 0 0 0.5 0 0 0 0.25 0 0 0 0.25 0 0.75 0 0 0 0.5 0 0 0.25 0.25 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0.25 0.25 4.25 0.5 0.75 0 0.5 0.75 0.25 0 0.25 0.5 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 4.25 1.5 0.25 0 0 0.25 0.5 0 0.25 0 0 0 0.5 0 0.25 0 0 0 0.5 0 0 0 0.75 0 0 0 0.25 0 0 0 0 0 0.25 0 0 0 0.5 0 0 0 0 0 1.25 0 0.5 0 0.25 0 0 0 1.5 0 2.25 0.75 0.25 0 1.5 0 0 0 0 0 4 "Top500"
"1970" "Den1" 0.5 0 0 0 3 2 2 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 1.5 1 0 0 0 0 1 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0 1 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 6.5 0 1.5 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0.5 0 0 5 4.5 0 0 1 0 0 0.5 1 0 0 0 1 0 0.5 0 0 0 0 0.5 0 0 1 0 0 0 0.5 0 1 0 0 0 0.5 0 0 0 1 0.5 1.5 0 0 0 1.5 1 0 0 0 0.5 0 0 0.5 0 2 2 0 0 2 0 0 0 0 0 2 "Top500"
"19711" "Dgp-1" 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 3 5 0 0 0 0 1 1 2 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 2 12 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 6 4 1 0 1 0 3 0 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 1 "Top500"
"1972" "dl" 0.111 0.111 0.222 0 1.889 1 0.333 0 0.222 0 0.333 0 0.222 0 0.444 0.333 0.111 0.111 0.222 0.333 0.222 0 0 0 2 1.444 0 0 0.667 0.111 0.889 0.667 0.667 0 1 1.333 0.222 0 0 0.222 0.667 0.111 0 0 0.556 0.111 0 0 0.333 0 0.222 0 0.111 0 0.222 0.111 0.333 0 0 0 0.222 0 0.222 0 0.111 0.111 0 0 0.778 0 0 0 0 0 0 0 0.556 0.111 4.556 1.222 0.556 0 1.333 0.556 0.333 0 0.556 0.111 0.111 0.111 0 0 0 0 0 0 0.111 0 0.778 0.778 0.222 0 6 3.889 0 0 0.111 0 0.444 0.111 0.444 0 0.111 0 0.333 0.222 0.556 0 0.444 0 0.556 0 0.333 0 0.778 0.111 0 0.111 0.667 0 0.444 0 0.111 0 0.111 0.111 0 0 0.556 0 0.111 0 0.333 0.222 1.222 0.444 0 0 0.444 0 0.222 0 1 0.111 4.889 1.444 0.667 0 1.556 0.333 0.333 0 0.111 0.222 9 "Top500"
"1973" "dm" 0 0.091 0.182 0 1.909 1.455 2.909 0 0.273 0 0.091 0.091 0.182 0 0.273 0.091 0 0 0.455 0.182 0.182 0 0.091 0 2.455 1.455 0.091 0 0.818 0 1 0.455 0.455 0 0.636 0.727 0 0 0.182 0 1 0.091 0.091 0 0.273 0.091 0 0.091 0.182 0 0.364 0 0.182 0 0.182 0.091 0.727 0 0 0 0.182 0 0 0 0.364 0 0.091 0 0.273 0 0.182 0 0.364 0 0 0 0.455 0 4.636 0.545 0.727 0 0.818 0.455 0.182 0.091 0.727 0.273 0 0 0 0 0 0 0 0 0.091 0 0.273 0.273 0.182 0 5.091 3.273 0 0 0.091 0 0.545 0.273 0.455 0 0.091 0.182 0.182 0 0.364 0.091 0.182 0 0.364 0 0.182 0 0.727 0 0.273 0.182 0.636 0 0.091 0 0 0.091 0.636 0.091 0.182 0.091 1 0.182 1.273 0 0.182 0.091 1.455 0.455 0 0 0.455 0 0.182 0 1 0.182 7.182 2.455 0.455 0 1.273 0.545 0 0 0.273 0 11 "Top500"
"1974" "DnaJ-1" 0 0 0 0 1.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 1.5 0 0.5 0 0 0 2 1.5 0.5 0 0 0 0 0 0.5 0 0.5 0.5 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.5 0.5 0 0 0.5 0 0 0 1 0 0 0 0.5 0 0.5 0.5 0 0 0.5 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 2 0 0.5 0 0 0 0 0 0 0 2 "Top500"
"1975" "DNApol-epsilon" 0 0 0 0.143 2.429 0.857 0.857 0 0.143 0 0.143 0 0.143 0 0.571 0 0 0 1 0 0 0 0.429 0 2.429 0.714 0.143 0 0 0 0.286 0.143 0.143 0.143 1 1.143 0.143 0 0 0 1.714 0.571 0 0.143 0.286 0 0 0 0 0 0.429 0 0 0 0.286 0 0.429 0 0.143 0 0 0 0 0 0 0.143 0.286 0 0 0 0.143 0 0.286 0 0 0 0.857 0.143 5 0.429 0.714 0 0.429 0.143 0 0 1 0.571 0 0 0.143 0 0 0 0 0 0.143 0 0.857 0.571 0.286 0 5 2.143 0 0 0.286 0 0.714 0 0.857 0 0 0 0 0.143 0.143 0 0 0 0.286 0 0.143 0 0.857 0 0.143 0.143 0.429 0 0 0.143 0 0 0.571 0.143 0 0 2.143 0.143 0.143 0 0 0.143 1.286 0.286 0 0 0.286 0 0 0 0.714 0 6.286 1.571 0.429 0 0.286 0.143 0 0 0.143 0 7 "Top500"
"1976" "dom" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 1 0 0 0 1 0 1 0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 4 0 6 1 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 3 0 3 1 0 0 0 0 0 0 0 0 5 0 1 0 1 0 0 0 1 0 1 "Top500"
"1977" "drongo" 0 0 0 0 1.444 0.667 0 0 0.111 0 0.111 0 0.111 0 0.333 0.111 0 0 1.222 0.111 0 0 0.111 0 1.556 1.444 0.111 0 0.222 0 2.667 0.556 0.222 0.111 0.556 0.333 0 0 0.111 0.111 0.889 0.111 0.111 0 0.333 0 0 0 0 0 0.556 0 0.111 0 0 0 0.778 0.111 0.333 0 0 0 0.222 0 0.444 0.222 0.111 0 0.222 0 0.111 0 0 0 0 0 0.556 0.222 4.333 0.444 0.444 0 0.667 0.667 0.222 0 1.111 0.222 0 0 0 0 0 0 0 0 0 0.111 0.667 0.889 0.222 0 6.444 3.333 0.111 0 0.111 0.111 0.556 0.222 0.778 0 0 0.111 0.444 0.111 0.111 0 0 0 0.222 0 0.222 0 0.778 0 0.444 0.111 0.333 0 0.111 0 0.111 0.111 0.556 0.111 0 0 0.889 0.111 0 0 0 0.222 1.222 0.778 0.111 0 0.444 0 0.222 0 2.333 0.222 5.556 1.667 0.333 0 3 0.222 0 0 0 0 9 "Top500"
"1978" "dyn-p25" 0 0 0 0 3.5 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.5 0 0 0 1.5 0.5 0 0 2 0.5 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 5 1 1 0 0.5 0.5 0 0 3 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 9 1.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0.5 1 0 0 0 0 0 0 0 0.5 0 0 0 3.5 0 0.5 0.5 0.5 0 0 0 0 0 0 0 1.5 0 2 0 0 0 2 0 0 0 0.5 0 2 "Top500"
"1979" "Ect4" 0.111 0 0 0 2.667 0.333 1.444 0 0 0 0.111 0 0.111 0.111 0.111 0.111 0.111 0 0.889 0 0 0 0 0 2.889 0.778 0.111 0 1 0 2.333 0.667 0.333 0 0.889 0.778 0 0 0.111 0 0.444 0.222 0.222 0 0.444 0.111 0 0 0 0 0.556 0 0.111 0 0.222 0 1.222 0 0.111 0 0 0 0.111 0 0.111 0.333 0.111 0 0.111 0 0 0 0 0 0 0 0.889 0.222 8.222 0.889 0.889 0.111 1.111 1.222 0 0 1.222 0.667 0 0 0 0 0.444 0 0 0 0.111 0 1 0.111 0 0 10.333 3.667 0 0 0.111 0.111 0.222 0.444 0.111 0 0 0 0 0.111 0.444 0.111 0 0 0.889 0 0.111 0.111 0.556 0.111 0.444 0 0.889 0 0.111 0 0 0 0.222 0 0.111 0.111 1.333 0.333 1 0.111 0.111 0.222 1 0.778 0 0 0.444 0 0 0 2.222 0.222 5.444 0.556 1.222 0 2.444 0.889 0 0 0 0 9 "Top500"
